cod;gram;cnt;s09;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24
_2(4b);MISS [player] Floating Jump Shot [player] BLOCK (cnt BLK);2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.85;NA;0.76;NA
_2(4b);MISS [player] [dist] Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA
_2(4b);MISS [player] [dist] Step Back Bank Jump Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA
_2(4b);MISS [player] Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA
_2(4b);MISS [player] Turnaround Fadeaway Shot [player] BLOCK (cnt BLK);1;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Jump Shot;469363;18910.27;19513.72;18952.71;19602.42;20873.67;22447.31;23747.52;24930.85;28008.4;26280.49;27479.42;27971.13;27075.15;26996.22;24301.52;24450.55
_2(5);MISS [player] 3PT Jump Shot;89283;3682.89;3379.57;3530.89;3576.35;3773.21;3769.52;3945.08;3746.96;3597.4;5200.46;5717.99;5819.77;5971.82;6217.69;5663.64;5717.95
_2(5);MISS [player] [dist] 3PT Pullup Jump Shot;48008;66.92;154.73;157.89;182.5;390.41;645.94;841.34;1267.48;1502.67;3070.12;4473.32;5106.74;5465.41;5680.27;6271.97;6012.82
_2(5);MISS [player] [dist] 3PT Step Back Jump Shot;21904;28.9;65.55;54.92;67.97;145.36;199.39;239.51;402.74;540.11;1017.53;1712.65;2471.57;2713.92;3114.89;3129.55;3283.88
_2(5);MISS [player] [dist] 3PT Running Jump Shot;8919;64.64;87.65;81.62;68.9;86.76;92.49;83.91;217.33;320.09;412.35;448.93;712.16;707.94;1090.7;1644.7;2014.65
_2(5);MISS [player] [dist] 3PT Running Pull-Up Jump Shot;5595;NA;NA;NA;NA;NA;NA;NA;84.35;176.47;222.56;400.15;586.18;653.29;736.96;1056.82;1155.68
_2(5);MISS [player] 3PT Step Back Jump Shot;2040;3.8;8.38;8.39;13.97;19.79;15.16;26.7;57.75;55;112.8;215.7;221.35;239.11;254.72;256.06;238.1
_2(5);MISS [player] 3PT Running Jump Shot;1606;1.52;NA;0.76;0.93;0.76;NA;NA;21.28;25.21;28.2;42.68;110.24;142.61;223.73;438.64;510.99
_2(5);MISS [player] 3PT Pullup Jump Shot;1069;3.8;12.2;13.73;5.59;21.31;49.28;61.02;33.43;26.74;64.02;76.22;64.74;105.04;116.4;137.12;102.56
_2(5);MISS [player] [dist] 3PT Jump Bank Shot;1029;20.53;25.15;22.88;41.9;32.72;28.05;41.95;46.35;78.69;76.22;87.65;77.87;57.22;70.29;75.76;56.78
_2(5);MISS [player] [dist] 3PT Fadeaway Jumper;922;20.53;12.2;18.31;28.86;15.98;17.44;27.46;41.03;37.43;61.74;55.64;98.86;68.32;115.65;80.3;64.1
_2(5);MISS [player] [dist] 3PT Turnaround Jump Shot;611;9.13;8.38;9.15;16.76;12.18;18.95;16.78;34.95;28.27;43.45;48.02;51.62;48.68;49.13;58.33;62.27
_2(5);MISS [player] 3PT Fadeaway Jumper;352;4.56;3.81;4.58;9.31;3.04;5.31;4.58;7.6;8.4;21.34;28.96;36.75;35.01;56.69;34.09;32.97
_2(5);MISS [player] [dist] 3PT Floating Jump Shot;226;NA;2.29;0.76;0.93;3.81;6.07;5.34;15.2;22.92;16.77;19.05;16.62;9.39;12.85;15.91;65.93
_2(5);MISS [player] [dist] 3PT Turnaround Fadeaway Shot;146;3.8;2.29;NA;0.93;3.81;2.27;3.05;3.04;7.64;4.57;15.24;9.62;18.79;18.14;15.91;12.82
_2(5);MISS [player] [dist] 3PT Driving Floating Jump Shot;116;NA;NA;NA;NA;NA;NA;NA;6.84;2.29;13.72;11.43;13.12;2.56;15.12;19.7;12.82
_2(5);MISS [player] 3PT Turnaround Jump Shot;108;1.52;2.29;2.29;0.93;2.28;5.31;1.53;3.8;5.35;9.15;15.24;8.75;10.25;5.29;7.58;7.33
_2(5);MISS [player] 3PT Running Pull-Up Jump Shot;73;NA;NA;NA;NA;NA;NA;NA;1.52;1.53;1.52;4.57;10.5;3.42;7.56;19.7;16.48
_2(5);MISS [player] [dist] 3PT Step Back Bank Jump Shot;62;NA;NA;NA;NA;NA;NA;NA;NA;0.76;3.05;3.81;7;8.54;10.58;11.36;9.16
_2(5);MISS [player] 3PT Jump Bank Shot;62;1.52;0.76;1.53;4.66;NA;2.27;3.05;1.52;4.58;3.81;8.38;2.62;1.71;3.78;6.06;5.49
_2(5);MISS [player] [dist] 3PT Running Bank Shot;60;3.8;5.34;4.58;10.24;6.85;10.61;6.1;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Driving Floating Bank Jump Shot;48;NA;NA;NA;NA;NA;NA;NA;3.8;2.29;3.81;7.62;1.75;2.56;9.07;4.55;3.66
_2(5);MISS [player] [dist] 3PT Pullup Bank Shot;34;NA;0.76;1.53;0.93;1.52;1.52;3.05;8.36;8.4;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Turnaround Fadeaway Shot;34;0.76;NA;NA;NA;1.52;NA;1.53;2.28;NA;1.52;4.57;0.87;4.27;3.78;4.55;1.83
_2(5);MISS [player] [dist] 3PT Hook Shot;21;1.52;2.29;3.05;NA;1.52;3.03;0.76;1.52;2.29;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Turnaround Fadeaway Bank Jump Shot;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.57;2.29;NA;0.85;4.54;2.27;NA
_2(5);MISS [player] [dist] 3PT Turnaround Bank Shot;12;NA;NA;1.53;NA;NA;NA;1.53;1.52;NA;NA;NA;NA;NA;NA;4.55;NA
_2(5);MISS [player] [dist] 3PT Fadeaway Bank Shot;8;NA;0.76;NA;NA;NA;0.76;NA;1.52;NA;NA;NA;NA;NA;NA;0.76;5.49
_2(5);MISS [player] 3PT Floating Jump Shot;8;NA;NA;NA;NA;0.76;NA;1.53;2.28;0.76;NA;NA;NA;0.85;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Driving Jump Shot;7;NA;NA;0.76;NA;1.52;1.52;1.53;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT No Shot;7;NA;NA;NA;NA;NA;NA;NA;NA;5.35;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Running Hook Shot;6;0.76;0.76;1.53;NA;NA;0.76;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Step Back Bank Jump Shot;6;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;2.27;1.52;NA
_2(5);MISS [player] [dist] 3PT Turnaround Hook Shot;5;NA;0.76;0.76;NA;NA;1.52;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Tip Shot;4;0.76;NA;0.76;0.93;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Dunk;3;2.28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Shot;2;NA;NA;NA;NA;NA;NA;NA;NA;1.53;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Driving Floating Bank Jump Shot;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;0.85;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Driving Bank Hook Shot;1;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Driving Bank Shot;1;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Driving Hook Shot;1;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Hook Bank Shot;1;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Jump Hook Shot;1;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Layup;1;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] [dist] 3PT Running Layup;1;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Jump Hook Shot;1;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Pullup Bank Shot;1;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Reverse Layup;1;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5);MISS [player] 3PT Turnaround Fadeaway Bank Jump Shot;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.85;NA;NA;NA
_2(5b);MISS [player] [dist] 3PT Jump Shot [player] BLOCK (cnt BLK);5173;194.68;163.11;215.1;225.33;237.44;255.5;272.31;245.44;297.94;319.36;332.32;347.33;279.25;304.61;234.85;307.69
_2(5b);MISS [player] 3PT Jump Shot [player] BLOCK (cnt BLK);1361;37.26;41.16;43.48;52.14;46.42;62.93;51.87;53.19;46.6;74.7;105.95;108.49;90.52;107.33;93.94;126.37
_2(5b);MISS [player] [dist] 3PT Pullup Jump Shot [player] BLOCK (cnt BLK);637;0.76;0.76;0.76;1.86;3.81;0.76;6.1;9.12;14.51;36.59;55.64;71.74;76.86;77.1;103.03;102.56
_2(5b);MISS [player] [dist] 3PT Step Back Jump Shot [player] BLOCK (cnt BLK);312;NA;NA;NA;0.93;2.28;3.79;2.29;3.8;5.35;9.15;15.24;38.5;35.01;48.37;56.82;58.61
_2(5b);MISS [player] [dist] 3PT Running Jump Shot [player] BLOCK (cnt BLK);85;1.52;NA;3.05;3.72;1.52;2.27;1.53;3.8;4.58;2.29;8.38;6.12;5.12;11.34;7.58;9.16
_2(5b);MISS [player] [dist] 3PT Running Pull-Up Jump Shot [player] BLOCK (cnt BLK);58;NA;NA;NA;NA;NA;NA;NA;NA;1.53;3.05;3.05;7;2.56;10.58;12.88;10.99
_2(5b);MISS [player] 3PT Step Back Jump Shot [player] BLOCK (cnt BLK);32;NA;NA;NA;NA;NA;NA;NA;0.76;NA;0.76;2.29;0.87;4.27;6.05;8.33;3.66
_2(5b);MISS [player] 3PT Pullup Jump Shot [player] BLOCK (cnt BLK);28;NA;NA;0.76;NA;NA;NA;NA;1.52;NA;3.05;0.76;3.5;1.71;4.54;3.79;5.49
_2(5b);MISS [player] 3PT Running Jump Shot [player] BLOCK (cnt BLK);24;0.76;NA;NA;NA;NA;NA;NA;NA;NA;0.76;0.76;0.87;3.42;3.78;5.3;7.33
_2(5b);MISS [player] [dist] 3PT Fadeaway Jumper [player] BLOCK (cnt BLK);19;0.76;NA;0.76;NA;NA;0.76;0.76;0.76;0.76;0.76;2.29;0.87;0.85;1.51;2.27;3.66
_2(5b);MISS [player] [dist] 3PT Turnaround Jump Shot [player] BLOCK (cnt BLK);12;NA;0.76;0.76;NA;NA;NA;NA;0.76;NA;0.76;0.76;2.62;0.85;NA;2.27;NA
_2(5b);MISS [player] [dist] 3PT Turnaround Fadeaway Shot [player] BLOCK (cnt BLK);8;NA;0.76;NA;NA;NA;NA;1.53;NA;NA;NA;NA;NA;NA;2.27;0.76;1.83
_2(5b);MISS [player] 3PT Turnaround Jump Shot [player] BLOCK (cnt BLK);8;NA;NA;0.76;NA;0.76;NA;0.76;0.76;0.76;NA;NA;0.87;0.85;0.76;NA;NA
_2(5b);MISS [player] 3PT Fadeaway Jumper [player] BLOCK (cnt BLK);6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.62;NA;1.51;0.76;NA
_2(5b);MISS [player] [dist] 3PT Floating Jump Shot [player] BLOCK (cnt BLK);5;NA;0.76;0.76;NA;NA;NA;NA;NA;NA;1.52;NA;NA;NA;NA;NA;1.83
_2(5b);MISS [player] [dist] 3PT Driving Floating Jump Shot [player] BLOCK (cnt BLK);3;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;0.87;0.85;NA;NA;NA
_2(5b);MISS [player] 3PT Turnaround Fadeaway Shot [player] BLOCK (cnt BLK);3;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;1.52;NA
_2(5b);MISS [player] [dist] 3PT Jump Bank Shot [player] BLOCK (cnt BLK);2;NA;NA;NA;1.86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] [dist] 3PT Step Back Bank Jump Shot [player] BLOCK (cnt BLK);2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;0.85;NA;NA;NA
_2(5b);MISS [player] [dist] 3PT Driving Floating Bank Jump Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA
_2(5b);MISS [player] [dist] 3PT Driving Jump Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] [dist] 3PT Hook Shot [player] BLOCK (cnt BLK);1;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] [dist] 3PT Tip Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] 3PT Driving Floating Jump Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] 3PT Driving Jump Shot [player] BLOCK (cnt BLK);1;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] 3PT Driving Layup [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] 3PT Hook Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] 3PT Jump Bank Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA
_2(5b);MISS [player] 3PT Running Pull-Up Jump Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA
_2(5b);MISS [player] 3PT Turnaround Fadeaway Bank Jump Shot [player] BLOCK (cnt BLK);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA
_3(00c);[player] (cnt PTS);1;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_3(00w);MISS [player];1;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_3(11c);[player] Free Throw 1 of 1 (cnt PTS);66916;3426.62;3538.11;3408.09;2832.4;2885.84;3119.79;2907.7;3095.74;3431.63;3466.46;3618.14;3609.8;3460.29;3560.09;4231.82;4036.63
_3(11w);MISS [player] Free Throw 1 of 1;23253;1185.55;1231.71;1192.22;1165.74;1056.32;1161.49;1097.64;1105.62;1160.43;1174.54;1227.13;1271.22;1139.2;1188.21;1303.79;1280.22
_3(12c);[player] Free Throw 1 of 2 (cnt PTS);281851;15904.18;15456.55;15308.92;14138.73;13933.79;14745.26;14237.99;14423.25;14075.63;13075.46;13921.49;14009.62;13322.8;13380.2;14453.03;14210.62
_3(12w);MISS [player] Free Throw 1 of 2;98409;5376.43;5569.36;5314.26;5150.84;5192.54;5363.91;5356.98;5250;4787.62;4567.84;4964.94;4648.29;4374.04;4513.98;4579.55;4536.63
_3(13c);[player] Free Throw 1 of 3 (cnt PTS);8762;203.8;243.9;309.69;225.33;242.01;360.88;395.88;462.77;705.12;598.32;625;727.03;649.87;482.24;478.03;393.77
_3(13w);MISS [player] Free Throw 1 of 3;2152;61.6;63.26;81.62;72.63;65.45;98.56;94.58;120.82;165.01;151.68;154.73;171.48;143.47;93.73;103.79;111.72
_3(22c);[player] Free Throw 2 of 2 (cnt PTS);298766;16860.08;16376.52;16123.57;14959.96;14811.26;15598.18;15022.88;15219.6;14908.33;13891.01;14913.87;14805.77;14105.04;14314.44;15271.97;15201.47
_3(22w);MISS [player] Free Throw 2 of 2;81209;4409.13;4628.81;4481.31;4314.71;4282.34;4488.25;4551.49;4439.21;3938.88;3769.05;3958.08;3836.4;3583.26;3566.89;3748.48;3536.63
_3(23c);[player] Free Throw 2 of 3 (cnt PTS);9309;221.29;256.1;336.38;246.74;245.05;390.45;415.71;493.16;746.37;650.91;683.69;769.9;672.08;485.26;501.52;450.55
_3(23w);MISS [player] Free Throw 2 of 3;1609;44.11;51.07;54.92;51.21;61.64;68.99;74.75;90.43;123.76;102.13;96.8;128.61;121.26;90.7;80.3;54.95
_3(33c);[player] Free Throw 3 of 3 (cnt PTS);9409;228.14;259.91;345.54;258.85;248.1;398.03;427.15;505.32;763.94;633.38;675.3;768.15;695.99;489.04;503.79;437.73
_3(33w);MISS [player] Free Throw 3 of 3;1508;37.26;47.26;45.77;39.11;60.12;61.41;64.07;76.75;105.42;118.9;105.95;130.36;96.5;86.92;78.03;67.77
_3(40c);[player] Free Throw Technical (cnt PTS);19203;1214.45;1116.62;1302.82;1078.21;964.23;967.4;755.91;920.21;905.27;827.74;924.54;890.64;802.73;941.04;913.64;1166.67
_3(40w);MISS [player] Free Throw Technical;4359;235.74;269.82;286.04;282.12;209.28;205.46;207.48;219.6;200.92;185.21;206.55;200.35;155.42;226.76;217.42;247.25
_3(51c);[player] Free Throw Flagrant 1 of 2 (cnt PTS);1320;57.79;53.35;70.18;66.11;65.45;62.17;66.36;69.15;66.46;48.78;61.74;79.62;83.69;89.19;71.21;58.61
_3(51w);MISS [player] Free Throw Flagrant 1 of 2;562;22.05;19.05;25.93;27.93;31.96;21.23;40.43;34.19;28.27;24.39;22.87;32.37;33.3;37.04;31.82;18.32
_3(52c);[player] Free Throw Flagrant 2 of 2 (cnt PTS);1452;57.79;56.4;73.23;77.28;73.06;64.44;72.46;75.23;78.69;56.4;64.79;84.86;98.21;96.75;84.85;62.27
_3(52w);MISS [player] Free Throw Flagrant 2 of 2;430;22.05;16.01;22.12;16.76;25.88;16.68;33.56;28.12;16.04;19.05;19.82;27.12;18.79;29.48;18.18;14.65
_3(61c);[player] Free Throw Flagrant 1 of 1 (cnt PTS);146;3.04;2.29;6.1;1.86;2.28;3.79;1.53;3.04;3.82;8.38;4.57;17.5;9.39;12.85;27.27;16.48
_3(71c);[player] Free Throw Clear Path 1 of 2 (cnt PTS);794;45.63;57.16;48.05;36.31;55.56;49.28;54.16;39.51;36.67;33.54;33.54;31.5;29.89;40.06;15.91;27.47
_3(71w);MISS [player] Free Throw Clear Path 1 of 2;252;12.17;18.29;13.73;14.9;21.31;14.4;11.44;18.24;11.46;6.1;13.72;6.12;12.81;16.63;5.3;NA
_3(72c);[player] Free Throw Clear Path 2 of 2 (cnt PTS);847;49.43;60.98;48.82;38.18;60.88;52.31;48.05;45.59;39.72;32.01;40.4;30.62;34.16;48.37;18.18;27.47
_3(72w);MISS [player] Free Throw Clear Path 2 of 2;199;8.37;14.48;12.97;13.04;15.98;11.37;17.54;12.16;8.4;7.62;6.86;7;8.54;8.31;3.03;NA
_3(81c);[player] Free Throw Flagrant 1 of 3 (cnt PTS);95;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.52;2.29;14.87;17.08;13.61;21.21;12.82
_3(81w);MISS [player] Free Throw Flagrant 1 of 3;30;NA;NA;NA;NA;NA;NA;NA;NA;0.76;0.76;NA;4.37;4.27;3.78;8.33;3.66
_3(82c);[player] Free Throw Flagrant 2 of 3 (cnt PTS);109;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;1.52;16.62;20.5;15.87;25.76;14.65
_3(82w);MISS [player] Free Throw Flagrant 2 of 3;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.62;0.85;1.51;3.79;1.83
_3(83c);[player] Free Throw Flagrant 3 of 3 (cnt PTS);103;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;1.52;15.75;18.79;12.85;26.52;14.65
_3(83w);MISS [player] Free Throw Flagrant 3 of 3;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.5;2.56;4.54;3.03;1.83
_4(0p);[player] REBOUND (Off:cnt Def:cnt);1699946;82396.2;83272.87;82689.55;84256.98;84170.47;85277.48;86801.68;87414.13;86817.42;86947.41;90310.98;89420.82;88514.09;88574.45;86843.94;87261.9
_4(0t);[team] Rebound;217812;10765.02;10570.88;11057.97;11189.94;11108.83;10905.99;11357.74;11056.99;11086.33;10970.27;11304.12;11496.06;10727.58;10967.5;11044.7;11578.75
_4(0u);Normal Rebound;17;3.04;0.76;NA;0.93;0.76;NA;NA;NA;NA;7.62;NA;NA;NA;NA;NA;NA
_4(0u);Unknown;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.91;NA;NA;NA;NA;NA;NA
_4(1t);[team] Rebound;106389;5681.37;5926.07;5665.14;5513.04;5452.82;5681.58;5703.28;5629.94;5227.65;5022.1;5460.37;5195.1;4845.43;5018.14;5054.55;5001.83
_5(00p);[player] No Turnover (Pcnt.Tcnt);293;0.76;NA;NA;NA;NA;NA;NA;0.76;21.39;86.89;64.79;26.25;17.08;10.58;NA;NA
_5(00p);[player] Turnover Turnover (Pcnt.Tcnt);114;NA;NA;NA;0.93;NA;NA;NA;4.56;3.82;22.1;3.81;10.5;11.96;24.94;6.82;NA
_5(01p);[player] No Turnover (Pcnt.Tcnt) [player] STEAL (cnt STL);31;3.04;0.76;2.29;4.66;3.04;1.52;1.53;0.76;3.82;3.05;NA;NA;NA;NA;NA;NA
_5(01p);[player] Turnover Turnover (Pcnt.Tcnt) [player] STEAL (cnt STL);6;0.76;1.52;0.76;NA;0.76;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_5(11p);[player] Bad Pass Turnover (Pcnt.Tcnt) [player] STEAL (cnt STL);186907;8720.15;8756.1;8813.88;9119.18;9433.79;9384.38;9699.47;9956.69;9867.84;9903.96;9977.9;9835.52;9709.65;9819.35;9312.88;9362.64
_5(12p);[player] Traveling Turnover (Pcnt.Tcnt);36606;2212.17;2240.85;2063.31;1852.89;1949.77;2031.08;1619.37;1626.14;1506.49;1805.64;1789.63;2188.98;1613.15;1257.75;2191.67;1686.81
_5(13p);[player] Foul Turnover (Pcnt.Tcnt);41588;3535.36;3721.8;3929.82;3705.77;3587.52;3790.75;3543.1;3297.11;3228.42;NA;NA;NA;NA;NA;NA;NA
_5(13p);[player] Offensive Foul Turnover (Pcnt.Tcnt);29528;16.73;25.15;25.93;29.8;17.5;37.91;25.17;16.72;41.25;3263.72;3672.26;4087.49;3367.21;3399.09;3835.61;3571.43
_5(14p);[player] Double Dribble Turnover (Pcnt.Tcnt);1434;79.09;81.55;60.26;72.63;60.88;54.59;61.78;91.95;67.23;89.94;71.65;87.49;86.25;61.22;74.24;58.61
_5(15p);[player] Discontinue Dribble Turnover (Pcnt.Tcnt);1749;139.92;160.82;102.21;99.63;86.76;158.45;73.23;66.11;71.05;73.93;57.93;76.12;51.24;34.01;88.64;58.61
_5(16p);[player] 3 Second Violation Turnover (Pcnt.Tcnt);6753;534.6;637.96;674.29;488.83;441.4;392.72;338.67;357.9;260.5;232.47;246.19;184.6;136.64;160.24;122.73;141.03
_5(16p);[team] Turnover: 3 Second Violation (T#cnt);24;NA;3.05;3.05;NA;3.04;1.52;2.29;3.04;2.29;NA;NA;NA;NA;NA;NA;NA
_5(17p);[player] Inbound Turnover (Pcnt.Tcnt);423;30.42;23.63;24.41;16.76;22.83;23.5;19.07;20.52;17.57;16.77;24.39;25.37;19.64;15.12;23.48;16.48
_5(18p);[player] Backcourt Turnover (Pcnt.Tcnt);2515;91.25;88.41;94.58;90.32;105.78;81.88;128.15;109.42;135.22;144.82;155.49;167.98;166.52;176.87;174.24;141.03
_5(18p);[team] Turnover: Backcourt (T#cnt);378;23.57;25.91;26.7;29.8;25.88;46.25;38.9;38.75;36.67;0.76;NA;NA;NA;NA;NA;NA
_5(19p);[player] Offensive Goaltending Turnover (Pcnt.Tcnt);2407;114.83;116.62;121.28;148.98;146.88;140.26;131.96;139.06;107.72;118.9;125;117.24;109.31;111.11;91.67;108.06
_5(20p);[player] Lane Violation Turnover (Pcnt.Tcnt);359;17.49;24.39;20.59;15.83;27.4;25.02;22.12;17.48;18.33;22.1;13.72;17.5;8.54;12.85;11.36;10.99
_5(21p);[player] Jump Ball Violation Turnover (Pcnt.Tcnt);74;3.04;5.34;4.58;7.45;2.28;7.58;3.05;7.6;3.82;2.29;1.52;1.75;2.56;2.27;2.27;1.83
_5(22p);[player] Kicked Ball Violation Turnover (Pcnt.Tcnt);429;22.81;13.72;23.65;22.35;28.16;21.23;19.83;21.28;28.27;19.05;21.34;21.87;15.37;19.65;23.48;31.14
_5(23p);[player] Illegal Assist Turnover (Pcnt.Tcnt);120;3.8;3.81;6.86;12.1;3.04;3.79;4.58;7.6;5.35;4.57;2.29;7.87;2.56;10.58;12.12;9.16
_5(24p);[player] Palming Turnover (Pcnt.Tcnt);1649;143.73;150.15;93.06;87.52;87.52;84.15;60.26;48.63;48.89;76.22;52.59;93.61;64.9;54.42;124.24;47.62
_5(25t);[team] Turnover: Inbound (T#cnt);14;0.76;NA;3.05;0.93;0.76;1.52;1.53;1.52;0.76;NA;NA;NA;NA;NA;NA;NA
_5(26p);[player] Double Personal Turnover (Pcnt.Tcnt);16;0.76;3.05;1.53;0.93;0.76;2.27;NA;0.76;2.29;NA;NA;NA;NA;NA;NA;NA
_5(27p);[player] Punched Ball Turnover (Pcnt.Tcnt);20;1.52;1.52;NA;1.86;NA;0.76;1.53;0.76;0.76;0.76;1.52;0.87;NA;2.27;0.76;1.83
_5(28p);[player] Swinging Elbows Turnover (Pcnt.Tcnt);10;0.76;0.76;0.76;0.93;0.76;0.76;NA;1.52;0.76;NA;NA;NA;0.85;NA;NA;NA
_5(29p);[player] Basket from Below Turnover (Pcnt.Tcnt);27;NA;1.52;1.53;1.86;NA;2.27;0.76;0.76;3.06;1.52;NA;2.62;NA;3.78;1.52;NA
_5(30p);[player] Illegal Screen Turnover (Pcnt.Tcnt);299;26.62;12.96;22.88;43.76;36.53;21.23;19.83;21.28;15.28;5.34;3.05;4.37;0.85;0.76;1.52;NA
_5(31p);[player] Step Out of Bounds Turnover (Pcnt.Tcnt);11958;527;544.97;526.32;567.04;571.54;554.97;572.85;674.01;584.42;670.73;603.66;654.42;658.41;708.24;659.09;672.16
_5(31p);[player] Player Out of Bounds Violation Turnover (Pcnt.Tcnt);21;NA;NA;NA;NA;NA;9.1;5.34;0.76;0.76;NA;NA;NA;NA;NA;NA;NA
